path,true_label,true_class,predicted_label,predicted_class,tumor_probability,prediction_confidence,error_type
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0552.jpg,1,Tumor,1,Tumor,0.9999849796295166,0.9999849796295166,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3101.jpg,1,Tumor,1,Tumor,0.9999998807907104,0.9999998807907104,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3269.jpg,0,Normal,0,Normal,3.125552029814571e-05,0.9999687444797019,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1326.jpg,1,Tumor,1,Tumor,0.9969069361686707,0.9969069361686707,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4494.jpg,0,Normal,0,Normal,5.6279401178471744e-05,0.9999437205988215,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3889.jpg,0,Normal,0,Normal,0.05795520916581154,0.9420447908341885,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1955.jpg,0,Normal,0,Normal,0.011273670941591263,0.9887263290584087,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0427.jpg,0,Normal,0,Normal,0.005238485988229513,0.9947615140117705,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3771.jpg,0,Normal,0,Normal,5.876411159988493e-05,0.9999412358884001,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4886.jpg,0,Normal,0,Normal,0.00035927616409026086,0.9996407238359097,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3807.jpg,0,Normal,0,Normal,0.00018633998115547001,0.9998136600188445,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3204.jpg,1,Tumor,1,Tumor,0.9999227523803711,0.9999227523803711,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4426.jpg,1,Tumor,1,Tumor,0.9975904226303101,0.9975904226303101,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3726.jpg,1,Tumor,1,Tumor,0.9998145699501038,0.9998145699501038,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4848.jpg,0,Normal,0,Normal,8.351697761099786e-05,0.999916483022389,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3496.jpg,0,Normal,0,Normal,0.004603858571499586,0.9953961414285004,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0296.jpg,0,Normal,0,Normal,0.04392673075199127,0.9560732692480087,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4371.jpg,1,Tumor,1,Tumor,0.9999948740005493,0.9999948740005493,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1523.jpg,0,Normal,0,Normal,1.2544259334390517e-05,0.9999874557406656,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2917.jpg,1,Tumor,1,Tumor,0.9985278844833374,0.9985278844833374,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3571.jpg,0,Normal,0,Normal,0.002352796494960785,0.9976472035050392,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4599.jpg,0,Normal,0,Normal,0.0721573755145073,0.9278426244854927,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0296.jpg,1,Tumor,1,Tumor,0.9879221320152283,0.9879221320152283,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0966.jpg,1,Tumor,1,Tumor,0.9929366707801819,0.9929366707801819,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2471.jpg,0,Normal,0,Normal,0.007826264947652817,0.9921737350523472,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1249.jpg,1,Tumor,1,Tumor,0.9999294281005859,0.9999294281005859,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3875.jpg,0,Normal,0,Normal,0.12004683166742325,0.8799531683325768,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0766.jpg,0,Normal,0,Normal,0.02489694580435753,0.9751030541956425,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2665.jpg,1,Tumor,1,Tumor,0.9994949102401733,0.9994949102401733,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2746.jpg,0,Normal,0,Normal,0.00019268608593847603,0.9998073139140615,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0049.jpg,0,Normal,0,Normal,0.002850763499736786,0.9971492365002632,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0087.jpg,1,Tumor,1,Tumor,0.9999701976776123,0.9999701976776123,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2175.jpg,1,Tumor,1,Tumor,0.9999579191207886,0.9999579191207886,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2429.jpg,1,Tumor,1,Tumor,0.9991372227668762,0.9991372227668762,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3662.jpg,1,Tumor,1,Tumor,0.999954104423523,0.999954104423523,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0824.jpg,0,Normal,0,Normal,0.003636185312643647,0.9963638146873564,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4647.jpg,0,Normal,0,Normal,0.040033143013715744,0.9599668569862843,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3645.jpg,1,Tumor,1,Tumor,0.997689962387085,0.997689962387085,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1791.jpg,1,Tumor,1,Tumor,0.9998955726623535,0.9998955726623535,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4290.jpg,1,Tumor,1,Tumor,0.9993864297866821,0.9993864297866821,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4916.jpg,0,Normal,0,Normal,0.0008725691004656255,0.9991274308995344,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4093.jpg,1,Tumor,1,Tumor,0.9998210072517395,0.9998210072517395,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3392.jpg,1,Tumor,1,Tumor,0.9999979734420776,0.9999979734420776,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3135.jpg,1,Tumor,1,Tumor,0.9971634745597839,0.9971634745597839,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4985.jpg,1,Tumor,1,Tumor,0.9945198893547058,0.9945198893547058,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2205.jpg,1,Tumor,1,Tumor,0.999971866607666,0.999971866607666,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3880.jpg,0,Normal,0,Normal,0.31823402643203735,0.6817659735679626,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4384.jpg,1,Tumor,1,Tumor,0.9996603727340698,0.9996603727340698,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2087.jpg,0,Normal,0,Normal,0.4840568006038666,0.5159431993961334,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4433.jpg,0,Normal,0,Normal,5.426885309134377e-06,0.9999945731146909,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4140.jpg,0,Normal,0,Normal,7.752694364171475e-05,0.9999224730563583,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0959.jpg,1,Tumor,1,Tumor,0.9999995231628418,0.9999995231628418,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0811.jpg,1,Tumor,1,Tumor,0.99992835521698,0.99992835521698,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1118.jpg,1,Tumor,1,Tumor,0.999627947807312,0.999627947807312,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0218.jpg,0,Normal,0,Normal,0.0077310046181082726,0.9922689953818917,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0447.jpg,0,Normal,0,Normal,0.013489313423633575,0.9865106865763664,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3604.jpg,0,Normal,0,Normal,0.0001382194022880867,0.9998617805977119,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3262.jpg,1,Tumor,1,Tumor,0.9878895878791809,0.9878895878791809,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1269.jpg,1,Tumor,1,Tumor,0.9999808073043823,0.9999808073043823,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1223.jpg,0,Normal,1,Tumor,0.9038631916046143,0.9038631916046143,false_positive
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3717.jpg,0,Normal,0,Normal,0.04076037183403969,0.9592396281659603,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4523.jpg,1,Tumor,1,Tumor,0.9998223185539246,0.9998223185539246,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2291.jpg,0,Normal,0,Normal,0.0004559424123726785,0.9995440575876273,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0511.jpg,0,Normal,0,Normal,9.023477468872443e-05,0.9999097652253113,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4598.jpg,0,Normal,0,Normal,0.1665247529745102,0.8334752470254898,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4480.jpg,1,Tumor,1,Tumor,0.9993764758110046,0.9993764758110046,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4990.jpg,0,Normal,0,Normal,0.00027236228925175965,0.9997276377107482,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3699.jpg,0,Normal,1,Tumor,0.5237151980400085,0.5237151980400085,false_positive
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4644.jpg,1,Tumor,1,Tumor,0.9999971389770508,0.9999971389770508,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2958.jpg,1,Tumor,1,Tumor,0.9979224801063538,0.9979224801063538,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3868.jpg,1,Tumor,1,Tumor,0.9999887943267822,0.9999887943267822,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3504.jpg,0,Normal,0,Normal,0.0021184654906392097,0.9978815345093608,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4489.jpg,0,Normal,0,Normal,0.00016001486801542342,0.9998399851319846,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2786.jpg,1,Tumor,1,Tumor,0.9999879598617554,0.9999879598617554,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0492.jpg,1,Tumor,1,Tumor,0.9926841855049133,0.9926841855049133,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1208.jpg,0,Normal,1,Tumor,0.5890246629714966,0.5890246629714966,false_positive
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2717.jpg,1,Tumor,1,Tumor,0.9956746697425842,0.9956746697425842,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2893.jpg,1,Tumor,1,Tumor,0.9877808094024658,0.9877808094024658,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3041.jpg,1,Tumor,1,Tumor,0.9994910955429077,0.9994910955429077,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1668.jpg,0,Normal,0,Normal,8.823381358524784e-05,0.9999117661864148,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0595.jpg,1,Tumor,1,Tumor,0.999568521976471,0.999568521976471,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3883.jpg,1,Tumor,1,Tumor,0.999993085861206,0.999993085861206,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4453.jpg,0,Normal,0,Normal,7.396978617180139e-05,0.9999260302138282,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4862.jpg,0,Normal,0,Normal,0.0001343673502560705,0.9998656326497439,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1880.jpg,1,Tumor,1,Tumor,0.9901790618896484,0.9901790618896484,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3925.jpg,1,Tumor,1,Tumor,0.9996286630630493,0.9996286630630493,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4269.jpg,1,Tumor,1,Tumor,0.9996802806854248,0.9996802806854248,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0564.jpg,0,Normal,0,Normal,0.00014824359095655382,0.9998517564090434,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2708.jpg,1,Tumor,1,Tumor,0.9999598264694214,0.9999598264694214,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2154.jpg,1,Tumor,1,Tumor,0.9999585151672363,0.9999585151672363,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4271.jpg,0,Normal,0,Normal,0.02628340944647789,0.9737165905535221,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2796.jpg,0,Normal,0,Normal,0.008578483015298843,0.9914215169847012,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4307.jpg,1,Tumor,1,Tumor,0.9990932941436768,0.9990932941436768,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4928.jpg,0,Normal,0,Normal,0.0007974732434377074,0.9992025267565623,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2223.jpg,1,Tumor,1,Tumor,0.9985740184783936,0.9985740184783936,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0444.jpg,0,Normal,0,Normal,0.009025673381984234,0.9909743266180158,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2277.jpg,0,Normal,0,Normal,0.0017671996029093862,0.9982328003970906,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4352.jpg,0,Normal,0,Normal,3.754417411983013e-05,0.9999624558258802,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0870.jpg,1,Tumor,1,Tumor,0.9999991655349731,0.9999991655349731,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4416.jpg,0,Normal,0,Normal,1.6967582268989645e-05,0.999983032417731,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3491.jpg,1,Tumor,1,Tumor,0.9961612224578857,0.9961612224578857,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3535.jpg,1,Tumor,1,Tumor,0.9999972581863403,0.9999972581863403,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4798.jpg,1,Tumor,1,Tumor,0.9998506307601929,0.9998506307601929,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4622.jpg,0,Normal,0,Normal,0.049207866191864014,0.950792133808136,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4265.jpg,1,Tumor,1,Tumor,0.999369204044342,0.999369204044342,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0227.jpg,0,Normal,1,Tumor,0.8046445250511169,0.8046445250511169,false_positive
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2655.jpg,1,Tumor,1,Tumor,0.9990189075469971,0.9990189075469971,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1268.jpg,1,Tumor,1,Tumor,0.9999936819076538,0.9999936819076538,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4483.jpg,0,Normal,0,Normal,0.0001950582955032587,0.9998049417044967,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3680.jpg,0,Normal,0,Normal,0.00026638616691343486,0.9997336138330866,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3877.jpg,1,Tumor,1,Tumor,0.9999980926513672,0.9999980926513672,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1957.jpg,1,Tumor,1,Tumor,0.9999338388442993,0.9999338388442993,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0381.jpg,1,Tumor,1,Tumor,0.9996610879898071,0.9996610879898071,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4235.jpg,1,Tumor,1,Tumor,0.9998366832733154,0.9998366832733154,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3653.jpg,0,Normal,1,Tumor,0.5656089782714844,0.5656089782714844,false_positive
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0360.jpg,1,Tumor,1,Tumor,0.9995575547218323,0.9995575547218323,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3260.jpg,1,Tumor,1,Tumor,0.9981163740158081,0.9981163740158081,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3188.jpg,1,Tumor,1,Tumor,0.9999797344207764,0.9999797344207764,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3875.jpg,1,Tumor,1,Tumor,0.9913132786750793,0.9913132786750793,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1921.jpg,0,Normal,0,Normal,0.03586135059595108,0.9641386494040489,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0088.jpg,1,Tumor,1,Tumor,0.9998084902763367,0.9998084902763367,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2141.jpg,1,Tumor,1,Tumor,0.9999881982803345,0.9999881982803345,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4244.jpg,0,Normal,0,Normal,0.09302235394716263,0.9069776460528374,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1368.jpg,1,Tumor,1,Tumor,0.9994669556617737,0.9994669556617737,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2371.jpg,0,Normal,0,Normal,0.0026685097254812717,0.9973314902745187,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0702.jpg,0,Normal,0,Normal,0.006613328121602535,0.9933866718783975,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3117.jpg,0,Normal,0,Normal,7.616368384333327e-05,0.9999238363161567,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3134.jpg,0,Normal,0,Normal,6.809701153542846e-05,0.9999319029884646,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1321.jpg,1,Tumor,1,Tumor,0.9999868869781494,0.9999868869781494,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1434.jpg,1,Tumor,1,Tumor,0.9932700991630554,0.9932700991630554,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0163.jpg,1,Tumor,1,Tumor,0.996687114238739,0.996687114238739,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3676.jpg,0,Normal,1,Tumor,0.701682448387146,0.701682448387146,false_positive
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3893.jpg,0,Normal,0,Normal,0.10032697021961212,0.8996730297803879,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0567.jpg,0,Normal,0,Normal,0.00013002091145608574,0.9998699790885439,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1721.jpg,0,Normal,0,Normal,0.0011886275606229901,0.998811372439377,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1353.jpg,0,Normal,0,Normal,1.2777771189576015e-05,0.9999872222288104,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3564.jpg,1,Tumor,1,Tumor,0.9999909400939941,0.9999909400939941,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2405.jpg,0,Normal,0,Normal,0.00013552723976317793,0.9998644727602368,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1865.jpg,1,Tumor,1,Tumor,0.9998074173927307,0.9998074173927307,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2503.jpg,1,Tumor,1,Tumor,0.9999862909317017,0.9999862909317017,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1102.jpg,1,Tumor,1,Tumor,0.9995338916778564,0.9995338916778564,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0320.jpg,1,Tumor,1,Tumor,0.9991648197174072,0.9991648197174072,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3434.jpg,1,Tumor,1,Tumor,0.9998654127120972,0.9998654127120972,correct
